sa4_name,name,x,y
Sutherland,STOTTS RESERVE,151.11975350786008,-33.93782809568972
Sutherland,CHARLES DALY RESERVE,151.12522177757336,-33.93401311558291
Sutherland,,151.12635759484212,-33.9506608394405
Sutherland,OATLEY POINT RESERVE,151.08373022234713,-33.99110530338442
Sutherland,FAIRMONT AGED CARE CENTRE,151.12682624951913,-33.95232498469806
Sutherland,,151.13757617652178,-33.93240923592192
Sutherland,COOLIBAH RESERVE,151.13361446508333,-33.93365948665631
Sutherland,SHEPHERD RESERVE,151.1326772186114,-33.93509773079501
Sutherland,ROCKDALE PLAZA,151.14004282183294,-33.958087586903204
Sutherland,POULTON PARK,151.0956537856921,-33.981586946573636
Sutherland,CHAPEL STREET RESERVE,151.1396614492655,-33.95502205824276
Sutherland,GRIFFITHS RESERVE,151.13390992726846,-33.99496567724281
Sutherland,RIVERWOOD PRESBYTERIAN CHURCH,151.05164097656868,-33.95512617462067
Sutherland,PEARCE AVENUE RESERVE,151.06067555706156,-33.958549312679835
Sutherland,CALEDONIA CRESCENT RESERVE,151.05320686766964,-33.96418286855885
Sutherland,MOORE RESERVE,151.08780089134473,-33.980552727649744
Sutherland,MADGE BAGUST RESERVE,151.05741322359768,-33.965826387498545
Sutherland,BEALE RESERVE,151.0586761228348,-33.96668579107219
Sutherland,PICKERING PARK,151.05776038113245,-33.9686734189912
Sutherland,BOUNDARY ROAD RESERVE,151.06714780998752,-33.96140266383572
Sutherland,TRELOAR AVENUE RESERVE,151.07021698680072,-33.963783586596364
Sutherland,SUNLEA AVENUE RESERVE,151.070610254859,-33.96485271147154
Sutherland,,151.0752564196619,-33.96900144699336
Sutherland,PROGRESS PARK,151.0677169870431,-33.94954390139385
Sutherland,YURUGA RESERVE,151.06648625917126,-33.9528281236863
Sutherland,OATLEY PLEASURE GROUNDS,151.08375883548555,-33.98624927409547
Sutherland,WIGGINS RESERVE,151.0740781318431,-33.95495459477959
Sutherland,SMITH PARK,151.09813955972885,-33.94262679247999
Sutherland,BUTLER RESERVE,151.10046202903013,-33.94869252021272
Sutherland,THORPE PARK,151.09540393277052,-33.95319412291266
Sutherland,BINDER RESERVE,151.09209247763025,-33.95286632828602
Sutherland,MORTDALE FIRE STATION,151.07986093856826,-33.97005851551333
Sutherland,MORTDALE POST OFFICE,151.079384664381,-33.97011696070621
Sutherland,RENOWN PARK,151.08571454241925,-33.9745955980482
Sutherland,JUBILEE PARK,151.07873377207565,-33.97426132201918
Sutherland,BEATTY STREET RESERVE,151.0671663296554,-33.970306010701364
Sutherland,ACACIA RESERVE,151.07498279462303,-33.97622600287674
Sutherland,MORTDALE-OATLEY BAPTIST CHURCH,151.0768811324477,-33.97436593185306
Sutherland,ALL SAINTS' OATLEY WEST ANGLICAN CHURCH,151.07538079500625,-33.97781955597256
Sutherland,STEVENS RESERVE,151.07114638109866,-33.97870666721056
Sutherland,,151.06550992071308,-33.984526271261394
Sutherland,MEYER RESERVE,151.0704726670935,-33.983376085340595
Sutherland,OATLEY MEMORIAL GARDENS,151.08000768825136,-33.9797789476543
Sutherland,LAMBERT RESERVE,151.05659725058743,-33.97106833477286
Sutherland,GANNONS PARK PLAYING FIELDS,151.05200648309145,-33.97039806252531
Sutherland,,151.05451858405428,-33.9816310222075
Sutherland,PEAKHURST FORESHORE RESERVE,151.05504760282338,-33.97972381950425
Sutherland,HADFIELD RESERVE,151.0451794890531,-33.98718605480871
Sutherland,TAYLORS RESERVE,151.04704771714614,-33.98773410358246
Sutherland,LUGARNO PARADE RESERVE,151.04391597087672,-33.99050420642777
Sutherland,CEDAR STREET RESERVE,151.03891584559736,-33.98603546467026
Sutherland,MCRAES RESERVE,151.08629800807776,-33.96958352334776
Sutherland,BELL PARK,151.09994118582836,-33.97373263598651
Sutherland,EMPRESS RESERVE,151.10782316852294,-33.971441397723076
Sutherland,CARINO CARE AT OATLEY,151.07735160711147,-33.98601475831761
Sutherland,OATLEY MEMORIAL RESERVE,151.07924196699815,-33.98383866228375
Sutherland,,151.09991058292158,-33.97755155078857
Sutherland,CONNELLS POINT RESERVE,151.09156882809154,-33.99067770396172
Sutherland,THE GREEN,151.1013919156049,-33.98708185701064
